12ENG02HL,9336
12ENG02HL,9011
12ENG02HL,1982
12ENG02HL,2005
12ENG02HL,8881
12ENG02HL,6830
12ENG02HL,11524
12ESL06HL,4799
12ESL06HL,11864
12ESL06HL,10461
12ESL06HL,9009
12ESL06HL,7887
11MAT00HL2,1875
11ENG02HL,2662
12ENG02HL,8914
12ENG02HL,1966
12ENG02HL,8927
12ENG02HL,7878
12ENG02HL,9335
12ESL06HL,8872
12ESL06HL,11588
12ESL06HL,10729
12ESL06HL,11913
12ESL06HL,9809
12HUM02HL2,9368
12HUM02HL2,10325
12HUM02HL2,8509
12HUM02HL2,7885
12HUM02HL2,4926
12HUM02HL2,10749
12HUM02HL1,2042
12HUM02HL1,10574
12HUM02HL1,10461
11ART00HL,1868
11SCI03HL2,8114
11HUM03HL2,12911
11SCI02HL2,12252
12LAN00HL,7999
12LAN00HL,10804
12LAN00HL,7356
12LAN01HL,1985
12LAN04HL,4368
12LAN04HL,10834
11HUM03HL1,1873
11HUM03HL2,1986
11MAT00HL1,11860
11SCI03HL2,1913
11SCI03HL2,10379
11SCI03HL2,4638
11SCI02HL1,2760
11SCI02HL1,9645
11SCI02HL1,5159
11SCI02HL1,2766
11SCI02HL1,10782
11SCI02HL1,9174
11SCI02HL2,12177
11SCI02HL2,11998
11SCI02HL2,8507
11SCI03HL1,11998
11SCI03HL1,7191
12HUM01HL,10744
12HUM01HL,10783
12HUM01HL,1965
12HUM01HL,1966
12HUM01HL,2005
12HUM01HL,5847
12HUM01HL,7971
12HUM02HL2,3216
12HUM02HL2,3331
12HUM02HL2,7999
12HUM02HL2,8914
12HUM02HL2,10159
12HUM02HL2,1966
12HUM02HL2,9335
12HUM02HL1,8640
12HUM02HL1,1965
11HUM03HL1,2707
11HUM03HL1,11998
11HUM03HL1,9133
11HUM03HL1,11306
11HUM03HL1,12227
11HUM03HL1,10591
11HUM03HL1,9174
11HUM03HL2,12119
11HUM03HL2,12215
11HUM03HL2,9645
11HUM03HL2,1888
11HUM03HL2,10782
11HUM03HL2,11579
11HUM03HL2,12252
11HUM03HL2,1953
11SCI04HL1,1876
11SCI04HL1,2766
11SCI04HL1,10373
11SCI04HL1,9165
11SCI04HL1,1934
11SCI04HL1,1935
11SCI04HL1,11955
11SCI02HL1,10379
11SCI02HL1,8889
11SCI02HL2,1913
11SCI02HL1,1953
11SCI02HL1,10685
11SCI02HL1,12160
11SCI02HL1,11903
11SCI02HL2,8915
11HUM05HL1,12215
11HUM05HL1,12160
11HUM05HL1,11903
11HUM05HL1,1875
11HUM05HL1,1862
11HUM05HL1,4192
11HUM05HL1,11770
11HUM05HL1,12119
11HUM05HL1,11712
11HUM05HL1,1883
11HUM05HL1,12020
11HUM05HL2,12177
11HUM05HL2,8507
11HUM05HL2,9269
11HUM05HL2,2174
11HUM05HL2,2397
11HUM05HL2,2760
11HUM05HL2,1907
11HUM05HL2,10750
12HUM06HL,11316
12HUM06HL,6468
12HUM06HL,8872
11SCI04HL1,1892
11SCI02HL2,4970
11SCI02HL2,1956
11SCI02HL2,2397
11SCI03HL1,2707
11SCI03HL1,1934
11SCI03HL1,1876
11SCI03HL1,1935
11SCI03HL1,10667
11SCI03HL2,5159
11SCI03HL2,10782
11SCI04HL1,10984
11SCI04HL1,1863
11SCI04HL1,4776
11SCI04HL1,10669
11SCI04HL1,12055
11SCI04HL2,12215
11SCI04HL2,7151
11SCI04HL2,11415
11SCI04HL2,1919
11TEC01HL,9269
11TEC01HL,6670
11TEC01HL,2174
11TEC01HL,10750
11TEC01HL,1940
11MAT00HL2,12924
12LAN00HL,4727
12LAN00HL,11613
12LAN00HL,2021
12LAN00HL,2061
12LAN01HL,10574
12LAN01HL,9236
12LAN04HL,8509
12LAN04HL,2068
12LAN04HL,9591
11MAT00HL2,2662
11HUM03HL1,11981
11HUM03HL1,10685
11HUM03HL1,1907
11HUM03HL1,6670
11HUM03HL1,10752
11HUM03HL1,11415
11HUM03HL1,10667
11HUM03HL2,5175
11HUM03HL2,11670
11HUM03HL2,11881
11HUM03HL2,12757
11HUM03HL2,8915
12HUM03HL2,6842
11HUM05HL1,10465
11HUM05HL1,1915
11HUM05HL1,12859
11HUM05HL1,12757
11HUM05HL1,3067
11HUM05HL1,1923
11HUM05HL1,4722
12HUM05HL1,11787
11HUM05HL2,13061
11HUM05HL2,11175
11HUM05HL2,7222
11HUM05HL2,12055
12HUM05HL2,4727
12HUM05HL2,4368
12HUM05HL2,11417
12HUM05HL2,2068
12HUM05HL2,2027
12HUM05HL2,8881
12HUM06HL,11000
11ESL06HL,12911
11MAT00HL2,2766
12ART04HL,1974
12ART05HL1,4368
12ART05HL1,7389
12ART05HL1,10426
12ART05HL1,9053
12ART05HL1,7991
12ART05HL1,10749
12ENG01HL1,8965
12ENG01HL1,11417
12ENG01HL1,8085
12ENG01HL1,2100
12ENG01HL1,2042
12ENG01HL1,8640
12ART05HL1,1875
12LAN05HL,10426
12LAN05HL,9053
12ART00HL,3216
12ART00HL,10563
12ART00HL,8509
12ART00HL,7970
12ART00HL,6468
12ART00HL,10159
12ART00HL,10783
12ART00HL,8085
12ART01HL,8881
12ART01HL,11913
12ART03HL,7885
