11ART00HL1,6468
11ART00HL1,10783
11ART00HL1,7970
11ART00HL1,10563
11ART00HL1,8509
11ART00HL1,8085
11ART00HL1,10159
11ART03HL1,7885
11ART03HL1,8927
11ART04HL1,1974
11ART04HL1,10427
11ART04HL1,10729
11ART04HL1,1663
11ART05HL1,10749
11ART05HL1,3205
11ART05HL1,9591
11ART05HL1,9053
11ART05HL1,6830
11ART05HL1,10426
11ART05HL1,9592
11ART05HL1,4368
11ART05HL1,7991
11ART05HL1,10804
11ART05HL1,4926
11ART05HL1,3331
11ART05HL1,7389
11ENG01HL2,8640
11ENG01HL2,8085
11ENG01HL1,7885
11ENG01HL1,7970
11ENG01HL1,1974
11ENG01HL1,10563
11ENG01HL2,2042
11ENG01HL1,11273
11ENG01HL2,10744
11ENG01HL1,4926
11ENG01HL2,10453
11ENG01HL2,2035
11ENG01HL1,10427
11ENG01HL2,8965
11ENG01HL2,4727
11ENG01HL2,1982
11ENG01HL1,9752
11ENG01HL2,2100
11ENG01HL2,11417
11ENG01HL1,2063
11ENG01HL2,7389
11ENG01HL1,9853
11ENG01HL1,9236
11ENG02HL1,6830
11ENG02HL1,8914
11ENG02HL1,11524
11ENG02HL1,9336
11ENG02HL1,9011
11ENG02HL1,1966
11ENG02HL1,8881
11ENG02HL1,8163
11ENG02HL1,7878
11ENG02HL1,9335
11ENG02HL1,8927
11ESL06HL1,8872
11ESL06HL1,10463
11ESL06HL1,7887
11ESL06HL1,11864
11ESL06HL1,9009
11ESL06HL1,11588
11ESL06HL1,11734
11ESL06HL1,9809
11ESL06HL1,10461
11ESL06HL1,4799
11ESL06HL1,10729
11ESL06HL1,9367
11ESL06HL1,11913
11HUM01HL1,10783
11HUM01HL1,1965
11HUM01HL1,9301
11HUM01HL1,7971
11HUM01HL1,10744
11HUM01HL1,1966
11HUM01HL1,2005
11HUM01HL1,5847
11HUM01HL1,11572
11HUM02HL2,10159
11HUM02HL2,3331
11HUM02HL2,8509
11HUM02HL1,10574
11HUM02HL2,4926
11HUM02HL1,9335
11HUM02HL1,1965
11HUM02HL1,10463
11HUM02HL2,1966
11HUM02HL2,7999
11HUM02HL2,8914
11HUM02HL2,9368
11HUM02HL2,7885
11HUM02HL2,10749
11HUM02HL1,2042
11HUM02HL2,10325
11HUM02HL2,10453
11HUM02HL1,8640
11HUM02HL1,3216
11HUM02HL1,10461
11HUM03HL2,2027
11HUM03HL2,2649
11HUM03HL1,2160
11HUM03HL2,10325
11HUM03HL2,10834
11HUM03HL2,2068
11HUM03HL1,9336
11HUM03HL1,9184
11HUM03HL2,10163
11HUM03HL1,11000
11HUM03HL1,8163
11HUM03HL1,10804
11HUM03HL1,2553
11HUM03HL2,10453
11HUM03HL1,7878
11HUM03HL2,7999
11HUM03HL1,1982
11HUM03HL2,9231
11HUM03HL1,9104
11HUM03HL2,9853
